Identifiant station;Nom station;Station en fonctionnement;Capacitï¿½ï¿½ de la sta;Nombre bornettes libres;Nombre total vï¿½ï¿½los disponi;Vï¿½ï¿½los mï¿½ï¿½caniques dis;Vï¿½ï¿½los ï¿½ï¿½lectriques dis;Borne de paiement disponible;Retour vï¿½ï¿½lib poss;Actualisation de la donnï¿½;Coordonnï¿½ï¿½es gï¿½ï¿½ogr;Nom communes ï¿½ï¿½quip;Code INSEE communes ï¿½ï¿½quip
17017;Gare de Pont-Cardinet;OUI;34;29;3;2;1;OUI;OUI;2021-10-20T13:46:33+02:00;48.8871390148,2.31449414399;Paris;
5026;Pascal - Claude Bernard;OUI;49;18;25;23;2;OUI;OUI;2021-10-20T13:44:57+02:00;48.8390619522,2.34997820109;Paris;
13026;Place Jean Delay;OUI;35;28;4;2;2;OUI;OUI;2021-10-20T13:45:44+02:00;48.823316,2.354336;Paris;
8102;Lamennais - Washington;OUI;26;10;14;6;8;OUI;OUI;2021-10-20T13:45:53+02:00;48.8735299003,2.30344489217;Paris;
23002;Pont de Levallois-bï¿½ï¿;OUI;50;18;29;25;4;OUI;OUI;2021-10-20T13:46:27+02:00;48.8984179,2.2791311;Levallois-Perret;
8012;Batignolles - Place de Clichy;OUI;47;43;1;0;1;OUI;OUI;2021-10-20T13:45:11+02:00;48.8834745358,2.32649311423;Paris;
14139;Pierre Larousse - Raymond Losserand;OUI;30;29;0;0;0;OUI;OUI;2021-10-20T13:41:16+02:00;48.8305956423,2.31191832572;Paris;
21013;Pierre Grenier - Pont de Billancourt;OUI;21;7;12;7;5;OUI;OUI;2021-10-20T13:43:39+02:00;48.8258020743,2.2487989068;Boulogne-Billancourt;
13102;Pitiï¿½ï¿½-Salpï¿½ï¿;OUI;51;13;37;26;11;OUI;OUI;2021-10-20T13:44:15+02:00;48.8374881032,2.36521381885;Paris;
2010;Uzï¿½ï¿½s - Montma;OUI;29;16;10;9;1;OUI;OUI;2021-10-20T13:45:30+02:00;48.8707909802,2.34310101718;Paris;
15055;Vasco de Gama;OUI;54;4;41;39;2;OUI;OUI;2021-10-20T13:45:53+02:00;48.8367178347,2.28366408565;Paris;
23011;Bineau - Louise Michel;OUI;25;12;10;8;2;OUI;OUI;2021-10-20T13:44:02+02:00;48.8866616221,2.28432744741;Levallois-Perret;
34002;Capitaine Glarner - Gabriel Pï¿½ï;OUI;27;15;7;4;3;OUI;OUI;2021-10-20T13:45:33+02:00;48.9024499004,2.33048075334;Saint-Ouen-sur-Seine;
21111;Professeur Renï¿½ï¿½ Leriche - Gï¿½ï¿½nï¿½ï¿;OUI;50;20;26;17;9;OUI;OUI;2021-10-20T13:45:32+02:00;48.9078284548,2.3078879714;Clichy;
7014;Saint-Franï¿½ï¿½ois-Xa;OUI;42;33;8;6;2;OUI;OUI;2021-10-20T13:46:19+02:00;48.8515448477,2.31461495161;Paris;
17007;Navier - Epinettes;OUI;36;34;2;0;2;OUI;OUI;2021-10-20T13:46:05+02:00;48.8958778077,2.32267767191;Paris;
16006;Lauriston - Copernic;OUI;19;19;0;0;0;NON;NON;2021-01-08T06:44:26+01:00;48.86926,2.289918;Paris;
11114;Ledru-Rollin - Charonne;OUI;32;12;17;14;3;OUI;OUI;2021-10-20T13:46:39+02:00;48.8534585561,2.37724635819;Paris;
21032;Sï¿½ï¿½vres-Gall;OUI;27;3;18;14;4;OUI;OUI;2021-10-20T13:46:38+02:00;48.837809409,2.22815193236;Boulogne-Billancourt;
20040;Parc de Belleville - Julien Lacroix;OUI;26;25;1;1;0;OUI;OUI;2021-10-20T13:38:21+02:00;48.8703459,2.3842214;Paris;
20109;Haxo - Surmelin;OUI;21;21;0;0;0;OUI;OUI;2021-10-20T13:38:19+02:00;48.8694370761,2.40539657538;Paris;
12011;Charenton - Place du Col Bourgoin;OUI;35;20;11;11;0;OUI;OUI;2021-10-20T13:43:24+02:00;48.8448673196,2.38257893505;Paris;
6103;Mï¿½ï¿½ziï¿½ï¿½res ;OUI;55;43;11;9;2;OUI;OUI;2021-10-20T13:45:44+02:00;48.8502345932,2.33038198203;Paris;
21105;Morice - Gï¿½ï¿½nï¿½ï¿½ral;OUI;25;17;8;5;3;OUI;OUI;2021-10-20T13:40:59+02:00;48.9024547198,2.31289297342;Clichy;
15038;Place Adolphe Cherioux - Vaugirard;OUI;63;55;4;4;0;OUI;OUI;2021-10-20T13:42:43+02:00;48.839594428,2.30106577277;Paris;
10023;Gare de l'Est - Verdun;OUI;14;11;3;0;3;OUI;OUI;2021-10-20T13:46:22+02:00;48.8761560543,2.36091490832;Paris;
12001;Bastille - Biscornet;OUI;62;19;39;37;2;OUI;OUI;2021-10-20T13:45:48+02:00;48.8513557796,2.36922003329;Paris;
11101;Charles Delescluze;OUI;49;37;7;0;7;OUI;OUI;2021-10-20T13:43:10+02:00;48.8524220085,2.38063249737;Paris;
31019;Vincennes - Douy-Delcupe;OUI;38;33;4;2;2;OUI;OUI;2021-10-20T13:42:17+02:00;48.8549369216,2.43604928255;Montreuil;
14130;Jonquoy - Didot;OUI;31;31;0;0;0;OUI;OUI;2021-10-20T13:42:17+02:00;48.8289045482,2.31648076326;Paris;
44012;Gï¿½ï¿½nie - Mo;OUI;19;15;4;2;2;OUI;OUI;2021-10-20T13:44:50+02:00;48.7949023812,2.37341836095;Vitry-sur-Seine;
10015;Lucien Sampaix - Rï¿½ï¿½col;OUI;46;42;3;2;1;OUI;OUI;2021-10-20T13:42:07+02:00;48.8743303776,2.36212290823;Paris;
10165;Gare de l'Est - Place du 11 Novembre 1918;OUI;40;35;3;2;1;OUI;OUI;2021-10-20T13:44:03+02:00;48.876327,2.3585464;Paris;
41207;Place du Gï¿½ï¿½nï¿½ï¿½ral d;OUI;28;19;7;1;6;OUI;OUI;2021-10-20T13:46:24+02:00;48.8525288,2.4877332;Fontenay-sous-Bois;
31016;Lucie Aubrac - Franklin;OUI;36;30;3;2;1;OUI;OUI;2021-10-20T13:44:12+02:00;48.8622391601,2.44358628988;Montreuil;
8101;Londres - Amsterdam;OUI;23;19;4;2;2;OUI;OUI;2021-10-20T13:44:27+02:00;48.8780344615,2.32648354097;Paris;
13016;Primo Levi - Frigos;OUI;34;1;32;24;8;OUI;OUI;2021-10-20T13:45:17+02:00;48.8309484485,2.37965351593;Paris;
21019;Edouard Vaillant - Paul-Adolphe Souriau;OUI;28;3;24;21;3;OUI;OUI;2021-10-20T13:44:31+02:00;48.8348458588,2.24794596434;Boulogne-Billancourt;
11020;Belfort - Voltaire;OUI;39;25;13;5;8;OUI;OUI;2021-10-20T13:46:27+02:00;48.8563358,2.3829901;Paris;
6018;Michelet - Assas;OUI;18;9;9;4;5;OUI;OUI;2021-10-20T13:46:36+02:00;48.8427415028,2.3350211978;Paris;
13043;Dunois - Clisson;OUI;51;35;13;11;2;OUI;OUI;2021-10-20T13:45:56+02:00;48.832294,2.3674523;Paris;
12032;Porte Dorï¿½;OUI;36;12;22;18;4;OUI;OUI;2021-10-20T13:46:34+02:00;48.8354337,2.4077132;Paris;
14122;Colonel Monteil - Brune;OUI;19;19;0;0;0;OUI;OUI;2021-10-20T13:44:59+02:00;48.8265029331,2.30927479983;Paris;
19037;Belleville - Porte des Lilas;OUI;32;32;0;0;0;OUI;OUI;2021-10-20T13:37:30+02:00;48.8766039189,2.40476969113;Paris;
44102;Verdun - Adrien Damalix;OUI;26;7;19;14;5;OUI;OUI;2021-10-20T13:41:41+02:00;48.8222334179,2.42153283209;Saint-Maurice;
6107;Place Alphonse Deville;OUI;23;8;14;13;1;OUI;OUI;2021-10-20T13:44:01+02:00;48.8501882627,2.32759617269;Paris;
19039;Edouard Pailleron - Simon Bolivar;OUI;24;22;2;1;1;OUI;OUI;2021-10-20T13:45:59+02:00;48.8797988605,2.37483926117;Paris;
19109;Tanger - Place du Maroc;OUI;19;15;2;0;2;OUI;OUI;2021-10-20T13:43:28+02:00;48.8862524447,2.36892968416;Paris;
16032;Eglise d'Auteuil;OUI;21;16;2;1;1;OUI;OUI;2021-10-20T13:43:21+02:00;48.8474984177,2.26848387135;Paris;
32014;Place du Cornillon - Stade de France;OUI;35;35;0;0;0;OUI;OUI;2021-10-20T13:40:43+02:00;48.9254069584,2.36444268376;Saint-Denis;
9023;Laffitte - Italiens;OUI;33;6;26;14;12;OUI;OUI;2021-10-20T13:46:23+02:00;48.8718157374,2.33720154785;Paris;
18032;Porte de Clignancourt.;OUI;56;47;8;3;5;OUI;OUI;2021-10-20T13:42:31+02:00;48.897488,2.343996;Paris;
20021;Indre - Prairies;OUI;38;34;2;1;1;OUI;OUI;2021-10-20T13:45:09+02:00;48.8625439851,2.40329045802;Paris;
17124;Porte de Saint-Ouen - Henri Huchard;OUI;26;21;3;2;1;OUI;OUI;2021-10-20T13:40:36+02:00;48.8987083664,2.32953608036;Paris;
15032;Fï¿½ï¿½lix Faure - Lou;OUI;58;1;53;51;2;OUI;OUI;2021-10-20T13:46:32+02:00;48.8386890171,2.2818081826;Paris;
17027;Place du Marï¿½ï¿½chal Juin - Pï¿½;OUI;46;45;0;0;0;OUI;OUI;2021-10-20T13:46:24+02:00;48.885263,2.298286;Paris;
19040;Belleville - Tï¿½ï¿½lï¿½ï;OUI;41;40;1;0;1;OUI;OUI;2021-10-20T13:44:41+02:00;48.8756045,2.3995549;Paris;
51003;Hï¿½ï¿½tel de Ville d'Argent;OUI;30;25;4;1;3;OUI;OUI;2021-10-20T13:46:20+02:00;48.946504,2.2496396;Argenteuil;
6016;Danton - Serpente;OUI;22;9;12;10;2;OUI;OUI;2021-10-20T13:44:26+02:00;48.8522973626,2.34141323715;Paris;
22101;Gare Routiï¿½ï¿½re de Saint C;OUI;31;6;22;21;1;OUI;OUI;2021-10-20T13:44:57+02:00;48.842881839,2.22224503756;Saint-Cloud;
11040;Temple - Jean-Pierre Timbaud;OUI;36;33;3;3;0;OUI;OUI;2021-10-20T13:46:17+02:00;48.864465972,2.36605972052;Paris;
8051;Batignolles - Rome;OUI;15;7;4;0;4;OUI;OUI;2021-10-20T13:46:07+02:00;48.8818233706,2.32025898993;Paris;
32017;Basilique;OUI;22;14;6;4;2;OUI;OUI;2021-10-20T13:46:01+02:00;48.9362689106,2.35886668202;Saint-Denis;
9115;Milton - Manuel;OUI;22;21;1;0;1;OUI;OUI;2021-10-20T13:43:56+02:00;48.878249,2.341181;Paris;
10020;Chabrol - d'Hauteville;OUI;11;8;1;1;0;OUI;OUI;2021-10-20T13:46:22+02:00;48.877018388,2.35131796449;Paris;
16123;Mahatma Gandhi;OUI;26;17;9;4;5;OUI;OUI;2021-10-20T13:44:15+02:00;48.876356,2.264205;Paris;
19038;Lassus - Delouvain;OUI;20;18;2;0;2;OUI;OUI;2021-10-20T13:42:51+02:00;48.8755044846,2.38903273255;Paris;
18113;Lepic - Armï¿½ï¿½e d'Or;OUI;24;22;1;1;0;OUI;OUI;2021-10-20T13:42:42+02:00;48.8875364038,2.3343077302;Paris;
18029;Emile Blemont - Poteau;OUI;39;35;4;0;4;OUI;OUI;2021-10-20T13:42:10+02:00;48.8943782,2.3415122;Paris;
21003;Jean Jaurï¿½ï¿½s - Jean Baptiste Clï¿;OUI;24;12;11;8;3;OUI;OUI;2021-10-20T13:44:38+02:00;48.8457626145,2.23696500063;Boulogne-Billancourt;
20118;Orteaux - Mouraud;OUI;24;20;4;2;2;OUI;OUI;2021-10-20T13:40:35+02:00;48.8555864285,2.40876290776;Paris;
22001;Chï¿½ï¿½teau - Bi;OUI;23;14;8;6;2;OUI;OUI;2021-10-20T13:44:41+02:00;48.8904040286,2.27010637522;Neuilly-sur-Seine;
9031;Provence - Chaussï¿½ï¿½e d'A;OUI;25;9;15;11;4;OUI;OUI;2021-10-20T13:46:42+02:00;48.8742844754,2.33297651156;Paris;
18025;Mairie du 18ï¿½ï;OUI;40;37;2;2;0;OUI;OUI;2021-10-20T13:40:54+02:00;48.8929392969,2.34455108643;Paris;
6030;Assas - Vaugirard;OUI;35;5;30;15;15;OUI;OUI;2021-10-20T13:45:37+02:00;48.8482741114,2.32924137264;Paris;
17122;Bridaine - Lamandï¿;OUI;29;23;5;3;2;OUI;OUI;2021-10-20T13:43:54+02:00;48.8862074,2.3206239;Paris;
18023;Ordener - Poissonniers;OUI;35;35;0;0;0;OUI;OUI;2021-10-20T13:41:33+02:00;48.8912138908,2.35128866622;Paris;
20027;Porte de Mï¿½ï¿½nilmon;OUI;15;15;0;0;0;OUI;OUI;2021-10-20T13:37:26+02:00;48.8691543609,2.40932246879;Paris;
18049;Porte d'Aubervilliers;OUI;55;36;17;14;3;OUI;OUI;2021-10-20T13:43:28+02:00;48.8985966194,2.36897226423;Paris;
15108;Lourmel - Marie Skobtsov;OUI;22;5;16;13;3;OUI;OUI;2021-10-20T13:46:41+02:00;48.844974,2.287283;Paris;
9117;Bellefond - Maubeuge;OUI;31;27;0;0;0;OUI;OUI;2021-10-20T13:46:00+02:00;48.8782553976,2.34526421875;Paris;
26001;Gare d'Asniï¿½ï¿½res sur S;OUI;24;9;15;14;1;OUI;OUI;2021-10-20T13:46:34+02:00;48.9063645922,2.28350669146;Asniï¿½ï¿½res-sur-S;
35003;Gabrielle Josserand - Edouard Vaillant;OUI;25;15;8;4;4;OUI;OUI;2021-10-20T13:46:25+02:00;48.9027156626,2.39332705736;Pantin;
17047;Courcelles - Pierre Demours;OUI;26;19;7;5;2;OUI;OUI;2021-10-20T13:43:37+02:00;48.8837697333,2.29858466343;Paris;
15031;Thï¿½ï¿½ï¿½ï¿½tre -;OUI;53;15;35;29;6;OUI;OUI;2021-10-20T13:45:35+02:00;48.8482070398,2.28986587375;Paris;
41204;Rï¿½ï¿½publique - Da;OUI;20;20;0;0;0;OUI;OUI;2021-10-20T13:43:30+02:00;48.8524917218,2.46203452349;Fontenay-sous-Bois;
47005;Ecole Vï¿½ï¿½tï¿½ï¿;OUI;36;7;26;25;1;OUI;OUI;2021-10-20T13:43:45+02:00;48.8148885982,2.42243621578;Maisons-Alfort;
19009;Citï¿½ï¿½ des Sciences et de l'Indus;OUI;30;29;1;1;0;OUI;OUI;2021-10-20T13:42:04+02:00;48.8965957118,2.38459914923;Paris;
15070;Balard - Montagne de la Fage;OUI;36;7;27;24;3;OUI;OUI;2021-10-20T13:44:09+02:00;48.8385074033,2.27828711271;Paris;
16004;Universitï¿½ï¿½ Paris Daup;OUI;0;0;0;0;0;NON;NON;2021-02-11T10:14:41+01:00;48.87070784,2.27486561984;Paris;
21001;Transvaal - Charles de Gaulle;OUI;27;24;2;1;1;OUI;OUI;2021-10-20T13:46:43+02:00;48.8482804036,2.23734201209;Boulogne-Billancourt;
17046;Mac-Mahon - Brey;OUI;25;15;9;8;1;OUI;OUI;2021-10-20T13:46:40+02:00;48.8775320841,2.29451253605;Paris;
11010;Boulets - Faubourg Saint-Antoine;OUI;43;33;7;6;1;OUI;OUI;2021-10-20T13:44:58+02:00;48.8492592621,2.39175461419;Paris;
17121;Square des Epinettes;OUI;20;12;4;2;2;OUI;OUI;2021-10-20T13:38:00+02:00;48.8938390978,2.32595399022;Paris;
20116;Haies - Rï¿½ï¿½u;OUI;22;22;0;0;0;OUI;OUI;2021-10-20T13:45:48+02:00;48.8538689677,2.40242616224;Paris;
47006;Les Planï¿½ï¿;OUI;16;2;12;10;2;OUI;OUI;2021-10-20T13:43:14+02:00;48.8099849921,2.45808530599;Maisons-Alfort;
15002;Maine - Antoine Bourdelle;OUI;17;17;0;0;0;OUI;OUI;2021-10-20T13:42:51+02:00;48.8430853175,2.32026394678;Paris;
11116;Faubourg St-Antoine - Place de la Nation;OUI;0;0;0;0;0;NON;NON;2021-08-28T04:57:31+02:00;48.8487659,2.3940436;Paris;
21310;Klï¿½ï¿½ber - Gouverneur Gï¿½ï¿½nï¿½ï;OUI;24;7;15;13;2;OUI;OUI;2021-10-20T13:45:38+02:00;48.8268858431,2.27234132588;Issy-les-Moulineaux;
18109;Pajol - Riquet;OUI;47;45;2;1;1;OUI;OUI;2021-10-20T13:39:40+02:00;48.8896002813,2.36285347492;Paris;
32015;Gare RER de Saint-Denis;OUI;40;28;7;4;3;OUI;OUI;2021-10-20T13:45:24+02:00;48.9355432425,2.34714880586;Saint-Denis;
21703;Square du Carrefour de l'Insurrection;OUI;23;23;0;0;0;OUI;OUI;2021-10-20T13:45:06+02:00;48.8208645598,2.29111343622;Vanves;
5121;Square Renï¿½ï¿½ Viviani - Monteb;OUI;34;0;29;24;5;OUI;OUI;2021-10-20T13:44:55+02:00;48.8519048914,2.34784215689;Paris;
21706;Jean Bleuzen - Square du 11 Novembre;OUI;49;42;5;2;3;OUI;OUI;2021-10-20T13:37:45+02:00;48.8232579,2.2965213;Vanves;
16043;Place de Passy;OUI;15;9;3;2;1;OUI;OUI;2021-10-20T13:42:48+02:00;48.8578029171,2.27750054694;Paris;
16021;Franï¿½ï¿½ois Ponsard - La Mu;OUI;23;21;0;0;0;OUI;OUI;2021-10-20T13:37:57+02:00;48.8583666,2.2744515;Paris;
18043;Clichy - Place Blanche;OUI;20;18;2;0;2;OUI;OUI;2021-10-20T13:45:51+02:00;48.8836010883,2.33322378248;Paris;
20023;Pelleport - Belgrand;OUI;15;12;1;1;0;OUI;OUI;2021-10-20T13:44:19+02:00;48.8650008185,2.40398083638;Paris;
1117;Pont Neuf - Rivoli;OUI;27;8;15;6;9;OUI;OUI;2021-10-20T13:44:59+02:00;48.8600898926,2.34405755997;Paris;
15035;Place Etienne Pernet;OUI;43;17;24;24;0;OUI;OUI;2021-10-20T13:45:18+02:00;48.8424345713,2.29218196124;Paris;
11043;Place Pasdeloup;OUI;21;12;8;4;4;OUI;OUI;2021-10-20T13:43:34+02:00;48.8626542156,2.36703250628;Paris;
35017;Toffier Decaux - Cartier Bresson;OUI;15;15;0;0;0;OUI;OUI;2021-10-20T13:44:22+02:00;48.9016507255,2.40175455809;Pantin;
16029;Maison de Radio - France;OUI;47;14;28;25;3;OUI;OUI;2021-10-20T13:44:45+02:00;48.8513288643,2.27778553963;Paris;
31703;Sadi Carnot - Franï¿½ï¿½ois Mitter;OUI;27;25;0;0;0;OUI;OUI;2021-10-20T13:44:24+02:00;48.8753268767,2.4241617322;Bagnolet;
18017;Caulaincourt - Place Constantin Pecqueur;OUI;44;38;5;1;4;OUI;OUI;2021-10-20T13:42:00+02:00;48.889677905,2.33817871443;Paris;
21014;Hameau Fleuri - Marchï¿;OUI;22;2;18;13;5;OUI;OUI;2021-10-20T13:44:42+02:00;48.8314488926,2.2412404418;Boulogne-Billancourt;
8019;Naples - Rome;OUI;26;18;8;7;1;OUI;OUI;2021-10-20T13:43:35+02:00;48.8799607008,2.32135869563;Paris;
35014;Charles de Gaulle - Jean Lolive;OUI;26;16;7;7;0;OUI;OUI;2021-10-20T13:45:33+02:00;48.8932644351,2.4126765132;Pantin;
9017;Lallier - Trudaine;OUI;29;27;2;1;1;OUI;OUI;2021-10-20T13:45:55+02:00;48.8810924662,2.34082248062;Paris;
15049;Porte de Versailles;OUI;24;11;12;11;1;OUI;OUI;2021-10-20T13:44:54+02:00;48.8321538173,2.2871491313;Paris;
8001;Petit Palais;OUI;43;7;32;21;11;OUI;OUI;2021-10-20T13:46:32+02:00;48.8667692,2.3157655;Paris;
11041;Square Saint-Ambroise;OUI;43;22;16;14;2;OUI;OUI;2021-10-20T13:45:45+02:00;48.860934,2.375841;Paris;
42703;Fontainebleau - Edmond Michelet;OUI;45;45;0;0;0;OUI;OUI;2021-10-20T13:42:14+02:00;48.8095643684,2.36269086599;Le Kremlin-Bicï¿½ï¿;
11006;Ledru-Rollin - Place du Pï¿½ï¿½re Chai;OUI;37;20;12;9;3;OUI;OUI;2021-10-20T13:44:21+02:00;48.8564337069,2.37902058776;Paris;
22102;Mont Valï¿½ï¿½rien - Michel Sa;OUI;24;21;3;0;3;OUI;OUI;2021-10-20T13:46:14+02:00;48.8561915,2.2152966;Saint-Cloud;
31027;Place de la Rï¿½ï¿½publi;OUI;28;28;0;0;0;NON;NON;2021-10-03T22:46:32+02:00;48.852988,2.42467;Montreuil;
20030;Mï¿½ï¿½nilmontant - Pï¿½ï¿½re ;OUI;56;48;6;4;2;OUI;OUI;2021-10-20T13:46:40+02:00;48.8632872915,2.3869940266;Paris;
19127;Aubervilliers - Curial;OUI;23;15;3;2;1;OUI;OUI;2021-10-20T13:44:08+02:00;48.8908830523,2.36885793507;Paris;
15003;Gare Montparnasse - Vaugirard;OUI;66;57;7;5;2;OUI;OUI;2021-10-20T13:46:05+02:00;48.8418071799,2.3195100269;Paris;
16015;Bassano -  Iï¿½ï;OUI;15;6;9;0;9;OUI;OUI;2021-10-20T13:45:15+02:00;48.8681445105,2.29614960099;Paris;
4110;Neuve Saint-Pierre - Beautreillis;OUI;20;15;3;1;2;OUI;OUI;2021-10-20T13:42:22+02:00;48.8535535144,2.36391227692;Paris;
12107;Diderot - Pierre Bourdan;OUI;21;13;8;4;4;OUI;OUI;2021-10-20T13:46:32+02:00;48.8476486208,2.39025827497;Paris;
6032;Sabot - Rennes;OUI;26;4;21;17;4;OUI;OUI;2021-10-20T13:46:27+02:00;48.8525751129,2.33155276626;Paris;
14112;Mï¿½ï¿½chain - Faubourg Saint-Jac;OUI;16;13;3;2;1;OUI;OUI;2021-10-20T13:44:25+02:00;48.835867721,2.33798034198;Paris;
14030;Pernety - Raymond Losserand;OUI;32;28;2;2;0;OUI;OUI;2021-10-20T13:45:41+02:00;48.834254628,2.31760933939;Paris;
47004;Stade Auguste Delaune;OUI;21;5;15;14;1;OUI;OUI;2021-10-20T13:45:06+02:00;48.8089637868,2.43452042341;Maisons-Alfort;
7020;Champ de Mars - Cler;OUI;41;10;27;21;6;OUI;OUI;2021-10-20T13:46:23+02:00;48.8566915501,2.30664677918;Paris;
9026;Jean-Baptiste Pigalle - La Bruyere;OUI;17;12;4;1;3;OUI;OUI;2021-10-20T13:41:24+02:00;48.8793982645,2.33370917334;Paris;
13103;Hï¿½ï¿½pital Pitiï¿½ï¿½ Salpï;OUI;50;23;27;23;4;OUI;OUI;2021-10-20T13:46:22+02:00;48.8377016,2.3604946;Paris;
18033;Belliard - Damrï¿½ï¿½;OUI;34;32;1;1;0;OUI;OUI;2021-10-20T13:44:35+02:00;48.8966923878,2.33802345039;Paris;
10114;Granges aux Belles - Hï¿½